date_time,Aggressive Allocation,Alternative Miscellaneous,Asia Equity,Asia ex-Japan Equity,Cautious Allocation,Commodities Broad Basket,Communications Sector Equity,Consumer Goods & Services Sector Equity,Emerging Markets Fixed Income,Energy Sector Equity,Equity Miscellaneous,Europe Emerging Markets Equity,Europe Equity Large Cap,Europe Equity Mid/Small Cap,Financials Sector Equity,Fixed Income Miscellaneous,Flexible Allocation,Global Emerging Markets Equity,Global Equity Large Cap,Global Equity Mid/Small Cap,Global Fixed Income,Global Macro,Greater China Equity,Healthcare Sector Equity,India Equity,Industrials Sector Equity,Infrastructure Sector Equity,Japan Equity,Latin America Equity,Long/Short Equity,Market Neutral,Moderate Allocation,Multialternative,Natural Resources Sector Equity,Options Trading,Precious Metals Sector Equity,Real Estate Sector Equity,Target Date,Technology Sector Equity,US Equity Large Cap Blend,US Equity Large Cap Growth,US Equity Large Cap Value,US Equity Mid Cap,US Equity Small Cap,US Fixed Income,US Municipal Fixed Income,Utilities Sector Equity
2019-12-24 14:30:00,16.86366071428571,10.125333333333332,23.0,21.52058823529412,12.240742857142862,5.545999999999999,21.645,32.847,9.404874999999995,12.440232558139535,13.310277777777774,15.185999999999998,27.447499999999998,22.36,37.085,11.615,31.04656716417911,21.161465517241382,21.625581717451535,19.120567375886523,10.517758620689657,13.433793103448275,29.195999999999998,41.093541666666674,24.761666666666667,61.205,15.35818181818182,21.821,43.41,13.64,12.993448275862068,17.585042253521127,13.264324324324326,37.43214285714286,16.24137931034483,20.207391304347826,20.108999999999998,14.470044642857141,42.094675324675336,36.35317016317014,33.414660633484125,24.137100977198692,28.109066666666653,24.81904888888886,12.034809843400456,11.697499999999998,20.609166666666667
2019-12-26 14:30:00,16.84687500000001,10.265714285714283,23.080000000000002,21.579411764705885,12.362469135802469,5.582,25.326666666666664,33.106,9.701269841269843,12.513720930232557,13.337777777777776,15.232000000000003,27.494374999999998,22.399999999999995,37.22166666666667,11.442727272727273,31.1089552238806,21.512044444444438,21.40997218358831,19.509343065693443,10.570363636363636,13.678076923076926,29.387142857142855,40.96955555555555,24.646666666666665,61.37,15.405151515151514,21.837,43.94875,13.663866666666673,13.082857142857142,17.687521367521366,13.429999999999996,37.557142857142864,16.839999999999996,20.416086956521735,20.183000000000007,14.517901785714303,42.38792207792208,36.53985981308408,33.630678733031694,24.219477124182994,28.263318385650226,24.801633928571427,12.21651219512196,11.870588235294116,20.658333333333335
2019-12-27 14:30:00,16.612544642857156,10.163333333333332,23.163333333333338,21.663529411764703,12.331520467836258,7.485,21.7725,33.104,9.777705555555551,12.341219512195117,13.488857142857142,15.296000000000001,27.653750000000002,22.646666666666665,37.20333333333333,11.085999999999997,31.165671641791036,21.295368608695647,21.73024965325938,19.137163120567386,10.583818181818177,13.472068965517243,29.460285714285718,41.607608695652175,24.89333333333333,61.28,15.45969696969697,21.839,43.87625,13.70716216216216,12.937142857142858,17.597323943661976,13.192972972972973,38.910769230769226,16.512307692307694,20.33826086956522,20.25707142857143,14.429955357142862,42.32779220779219,36.33893271461712,33.5421266968326,24.182019543973947,28.09011185682327,24.702511111111118,12.134133016627091,11.963749999999996,20.675
2019-12-30 14:30:00,16.355491071428585,10.083999999999998,23.103333333333335,21.624705882352945,12.202790697674422,5.58,21.595000000000002,32.922,9.818620178571425,12.274651162790699,13.305555555555552,15.216,27.487499999999997,22.486666666666668,37.03333333333333,11.16647058823529,31.7478125,21.21873599999999,21.566232686980587,19.030212765957444,10.642115384615384,13.461724137931036,29.430571428571433,40.71416666666667,24.876666666666665,60.919999999999995,15.400303030303034,21.635,43.72375,13.602400000000001,12.932499999999996,17.47028169014085,13.229999999999997,37.26071428571428,16.466153846153848,20.701304347826085,20.266714285714283,13.984129464285719,41.991428571428564,36.09556844547561,33.290995475113114,24.069348534201946,28.009821029082772,24.692252252252253,12.27800000000002,10.844999999999999,20.67083333333333
2019-12-31 14:30:00,16.41650224215246,10.066666666666668,23.156666666666666,21.654117647058822,12.093333333333335,5.522,21.65,32.981,9.420443249999995,12.375581395348837,12.883333333333338,15.228,28.66333333333333,22.546666666666667,37.10999999999999,11.832631578947371,31.521692307692305,21.218388528138526,21.728443197755922,19.516370370370378,10.544210526315789,13.438965517241378,29.495714285714282,40.79208333333334,24.785,61.035,15.451515151515155,21.821000000000005,43.72125,13.623999999999999,12.944482758620692,17.469690140845074,13.104864864864865,37.49214285714286,16.960740740740743,20.70434782608696,20.36571428571428,13.987494407158835,42.11935064935065,36.18343387471,33.360226244343906,24.09131147540984,28.041852678571427,24.736704545454565,12.14541871921183,11.704499999999996,20.770833333333336
2020-01-02 14:30:00,16.483571428571427,10.149333333333333,23.37,21.910000000000004,12.131609195402296,5.536,21.8925,33.279999999999994,9.348864487179481,12.435813953488376,13.226666666666668,15.36,27.763124999999995,22.776666666666667,37.47333333333333,11.642083333333332,31.107313432835817,21.500465387931037,21.835533980582525,19.19617021276595,10.542931034482752,13.498275862068963,30.181428571428576,40.79,24.931666666666672,61.595,15.398484848484848,21.936999999999998,44.6775,13.693866666666667,12.955172413793106,17.574676056338046,13.346857142857143,37.19357142857143,16.887857142857143,20.604782608695654,20.38463235294119,14.079776785714284,42.88051948051947,36.48020881670533,33.78110859728512,24.293856209150327,28.17317777777779,24.793561521252784,12.145416666666677,11.716000000000001,20.52
2020-01-03 14:30:00,16.43076233183855,10.155333333333335,23.206666666666667,21.736470588235292,12.836744186046516,5.55,21.7875,33.092,10.117524626865672,12.505813953488373,13.172777777777775,15.277999999999997,27.52499999999999,22.486666666666668,37.20666666666667,11.721739130434784,31.043283582089554,21.303387758620683,21.651149584487545,19.286115107913673,10.564035087719297,13.803703703703707,29.852285714285717,40.474791666666675,24.706666666666667,61.17999999999999,14.980645161290319,21.825000000000003,44.325,13.63533333333333,12.955862068965518,17.539576271186437,13.110000000000001,36.60785714285714,16.84035714285714,20.555652173913042,20.284,14.02226457399103,42.49233766233766,36.22587006960558,33.63408163265306,24.088110749185656,28.05242222222223,24.714212053571426,12.164976635514005,11.748500000000003,20.52916666666667
2020-01-06 14:30:00,16.602018348623837,10.10933333333333,23.16,21.623529411764704,12.374938271604938,5.569999999999999,21.980000000000004,33.218,9.59526315789474,12.643488372093023,13.183611111111109,15.272,27.495625,22.455,37.24666666666666,11.676428571428572,31.06805970149255,21.179784482758613,21.98533141210378,19.191376811594203,10.653653846153851,13.727037037037038,29.77228571428572,40.73083333333333,24.276666666666667,60.925,15.387878787878787,21.766999999999996,44.00875,13.67945945945946,13.206296296296298,17.614216524216523,13.112424242424241,36.54357142857143,17.165384615384617,20.648260869565217,20.490000000000002,14.035736607142866,42.62064935064936,36.32974477958237,33.821020408163236,24.117426710097696,28.147505567928718,24.732306666666673,12.186753926701574,11.7585,20.565
2020-01-07 14:30:00,16.40955357142857,10.139999999999997,23.286666666666665,21.696470588235293,12.369812499999998,5.564,21.96,33.15,9.068651249999998,12.6406976744186,13.157500000000002,15.256,27.448749999999997,22.415000000000003,37.15166666666667,11.18416666666667,32.0715873015873,21.828293640553003,21.870085714285704,19.20528985507247,10.790444444444441,14.0336,30.98969696969698,40.62270833333333,24.356666666666666,60.935,15.326363636363638,21.838,43.93125,13.627466666666663,13.216666666666667,17.47156695156695,12.303437500000001,36.47857142857143,17.100740740740743,20.75782608695652,20.09357142857143,14.020693512304238,42.87727272727273,36.21538283062645,33.7177149321267,24.040749185667764,28.12398210290829,24.722445190156577,12.182172774869112,11.771999999999997,21.5
2020-01-08 14:30:00,16.483918918918917,10.069333333333335,23.293333333333337,21.730588235294114,12.225146198830407,5.502000000000001,22.052500000000002,33.285000000000004,9.76754727272727,12.476976744186048,13.17,15.281999999999996,28.57533333333333,22.236666666666668,37.39333333333334,11.080666666666668,31.307727272727266,21.300438577586192,21.766765119549905,18.825072463768127,10.608545454545455,13.499310344827585,29.97371428571429,40.91624999999999,24.396666666666665,61.31,15.342727272727272,21.784,43.978750000000005,13.82579710144927,13.247307692307693,17.55657971014492,13.324411764705884,36.473571428571425,16.713333333333335,20.087826086956525,20.36284671532847,14.06118834080716,42.86324324324325,36.643428571428586,34.35118357487924,24.29399305555556,28.42002277904329,25.038565517241384,12.229873096446712,12.300833333333332,20.5425
